,img_ids,sim,random_sims,img_random_sims,objects
25,11678.jpg,"[0.7983673810958862, 0.24291478097438812]","[0.7983673810958862, 0.24291478097438812]",False,"['woman', 'ground', 'woman']"
26,11549.jpg,"[0.7033414244651794, 0.2866767644882202]","[0.6928898692131042, 0.3345712721347809]",True,"['floor', 'design', 'head']"
27,7751.jpg,"[0.6974810361862183, 0.3219107687473297]","[0.6083375215530396, 0.38919562101364136]",True,"['man', 'eye', 'window', 'man', 'face', 'man', 'man', 'hair']"
28,5329.jpg,"[0.8128458857536316, 0.2274172455072403]","[0.8128458857536316, 0.2274172455072403]",False,"['hair', 'head', 'window', 'window']"
29,13276.jpg,"[0.7915249466896057, 0.2371630221605301]","[0.7915249466896057, 0.2371630221605301]",False,"['skirt', 'hair']"
30,3794.jpg,"[0.9087235331535339, 0.09741190075874329]","[0.9087235331535339, 0.09741190075874329]",False,"['hair', 'car']"
31,244.jpg,"[0.9577240347862244, 0.06293689459562302]","[0.9577240347862244, 0.06293689459562302]",False,['building']
32,7781.jpg,"[0.7752203345298767, 0.22121796011924744]","[0.7752203345298767, 0.22121796011924744]",False,"['picture', 'woman', 'woman', 'sign', 'television,tv', 'woman']"
33,5451.jpg,"[0.3944191634654999, 0.6291716694831848]","[0.3944191634654999, 0.6291716694831848]",False,"['man', 'pants', 'socks', 'shorts', 'hair', 'woman', 'jacket', 'woman', 'shoe', 'woman']"
34,169.jpg,"[0.6669802665710449, 0.29131487011909485]","[0.6669802665710449, 0.29131487011909485]",False,"['eyes', 'ear', 'face', 'man', 'hand', 'man', 'hair', 'man', 'man', 'face', 'man', 'tie', 'man', 'chin']"
35,6186.jpg,"[0.9591677784919739, 0.044678620994091034]","[0.9591677784919739, 0.044678620994091034]",False,[]
36,5024.jpg,"[0.6856457591056824, 0.3694065511226654]","[0.8607826232910156, 0.15486031770706177]",True,"['woman', 'jeans']"
37,6505.jpg,"[0.8681005239486694, 0.1420544683933258]","[0.6431897282600403, 0.4117409288883209]",True,"['face', 'face', 'man', 'eyes', 'man', 'man', 'man', 'man', 'eyes', 'man', 'shirt', 'window']"
38,5621.jpg,"[0.7490261197090149, 0.270277202129364]","[0.7005488872528076, 0.3174104690551758]",True,"['man', 'man', 'shirt', 'woman', 'shirt', 'picture']"
39,8106.jpg,"[0.49093911051750183, 0.5355509519577026]","[0.5135049223899841, 0.5310436487197876]",True,"['face', 'hair', 'head', 'hair', 'man', 'head']"
40,8265.jpg,"[0.2800094187259674, 0.7337393164634705]","[0.7488376498222351, 0.2539767026901245]",True,"['head', 'pants', 'border', 'head', 'pole', 'man', 'border', 'glove']"
41,7348.jpg,"[0.9332000613212585, 0.07989870011806488]","[0.6954161524772644, 0.3203994631767273]",True,"['head', 'eye', 'head']"
42,1284.jpg,"[0.7938006520271301, 0.1823771595954895]","[0.7938006520271301, 0.1823771595954895]",False,['building']
43,1391.jpg,"[0.8732718229293823, 0.12892493605613708]","[0.8732718229293823, 0.12892493605613708]",False,['man']
44,2148.jpg,"[0.844606339931488, 0.1771101951599121]","[0.844606339931488, 0.1771101951599121]",False,"['rock', 'eye', 'ear', 'rock', 'bird', 'bird', 'head']"
45,7314.jpg,"[0.6879275441169739, 0.31218233704566956]","[0.6879275441169739, 0.31218233704566956]",False,"['hair', 'hair', 'head']"
46,2562.jpg,"[0.8423239588737488, 0.23381207883358002]","[0.7341470122337341, 0.3641939163208008]",True,[]
47,6758.jpg,"[0.7561354041099548, 0.334085613489151]","[0.8944736123085022, 0.16223618388175964]",True,"['glasses', 'hair', 'glasses', 'face', 'mouth', 'hair', 'woman', 'shirt', 'hair']"
48,9815.jpg,"[0.6871581077575684, 0.2880343496799469]","[0.7994038462638855, 0.25590553879737854]",True,"['man', 'hair', 'man', 'face']"
49,9769.jpg,"[0.7719476819038391, 0.3028425872325897]","[0.7257115840911865, 0.2627112567424774]",True,"['television,tv']"
50,6108.jpg,"[0.7414799332618713, 0.31052258610725403]","[0.7414799332618713, 0.31052258610725403]",False,"['man', 'window', 'man', 'window', 'window', 'window', 'woman', 'man', 'face', 'woman', 'window', 'hair', 'man']"
51,410.jpg,"[0.4113175868988037, 0.597195565700531]","[0.4113175868988037, 0.597195565700531]",False,"['water', 'head', 'man', 'man', 'border', 'water', 'water', 'head', 'man', 'border', 'man']"
52,10396.jpg,"[0.650481104850769, 0.39336061477661133]","[0.8605769276618958, 0.17845749855041504]",True,['window']
53,5043.jpg,"[0.7620241641998291, 0.27303409576416016]","[0.735105037689209, 0.30324187874794006]",True,"['line', 'window', 'building', 'building', 'window', 'window', 'lines']"
54,8871.jpg,"[0.9275025725364685, 0.1040569469332695]","[0.7764711380004883, 0.23575760424137115]",True,"['car', 'car', 'car', 'car', 'window', 'cat', 'dog', 'window']"
55,3859.jpg,"[0.7666715383529663, 0.2510557472705841]","[0.8837197422981262, 0.1836245357990265]",True,[]
56,4397.jpg,"[0.329120010137558, 0.6463900208473206]","[0.6914726495742798, 0.3486262261867523]",True,"['hair', 'woman', 'girl', 'hair', 'woman', 'woman', 'girl']"
57,7882.jpg,"[0.8680932521820068, 0.18019257485866547]","[0.5313063859939575, 0.4736514687538147]",True,"['window', 'border']"
58,1780.jpg,"[0.952359676361084, 0.049097586423158646]","[0.952359676361084, 0.049097586423158646]",False,"['bird', 'window', 'eye', 'head', 'ear', 'head']"
59,7824.jpg,"[0.6937897205352783, 0.3212031424045563]","[0.6937897205352783, 0.3212031424045563]",False,"['window', 'woman', 'shoe', 'face', 'woman']"
60,5245.jpg,"[0.7296409606933594, 0.2938444912433624]","[0.688659131526947, 0.3259747326374054]",True,"['woman', 'hair', 'woman']"
61,2130.jpg,"[0.7549237608909607, 0.25214940309524536]","[0.69052654504776, 0.32835906744003296]",True,"['hat', 'face', 'eye', 'ear', 'grass', 'dog', 'eyes']"
62,2045.jpg,"[0.7767712473869324, 0.2569108307361603]","[0.6416783332824707, 0.3792053461074829]",True,[]
63,5416.jpg,"[0.6631700992584229, 0.32714736461639404]","[0.8271092176437378, 0.19884328544139862]",True,['window']
64,8434.jpg,"[0.7228839993476868, 0.3884724974632263]","[0.7228839993476868, 0.3884724974632263]",False,"['man', 'pants', 'man', 'flag', 'man', 'flag', 'man']"
65,91.jpg,"[0.8497927188873291, 0.20942455530166626]","[0.8497927188873291, 0.20942455530166626]",False,"['bird', 'bird', 'bird', 'legs', 'clock', 'clock', 'leg']"
66,7249.jpg,"[0.8680074214935303, 0.15982264280319214]","[0.757661759853363, 0.23572807013988495]",True,"['building', 'building', 'hair', 'woman', 'water', 'wall', 'woman']"
67,6214.jpg,"[0.7072035670280457, 0.2541596591472626]","[0.8139243721961975, 0.21923872828483582]",True,[]
68,10912.jpg,"[0.7771791815757751, 0.2371857762336731]","[0.7771791815757751, 0.2371857762336731]",False,['wall']
69,5203.jpg,"[0.7062812447547913, 0.3242539167404175]","[0.7062812447547913, 0.3242539167404175]",False,"['dog', 'dog', 'dog', 'dog', 'dog', 'window']"
70,380.jpg,"[0.7641628384590149, 0.25337016582489014]","[0.6966639161109924, 0.3820158541202545]",True,"['man', 'dog', 'man', 'man', 'dog', 'window']"
71,242.jpg,"[0.6937999725341797, 0.38426417112350464]","[0.8243786692619324, 0.20017126202583313]",True,"['people', 'building', 'building', 'people', 'people']"
72,1545.jpg,"[0.906310498714447, 0.10127373784780502]","[0.7898091673851013, 0.2781049609184265]",True,['sky']
73,3383.jpg,"[0.8111273646354675, 0.24272385239601135]","[0.9301551580429077, 0.0737043246626854]",True,"['face', 'seat', 'seat', 'window', 'window', 'window', 'seat']"
74,6068.jpg,"[0.7193812131881714, 0.29387596249580383]","[0.5996932983398438, 0.41643026471138]",True,"['dog', 'dog']"
75,6868.jpg,"[0.6205865740776062, 0.4416186809539795]","[0.7328419089317322, 0.3123261034488678]",True,"['wall', 'wall', 'wall', 'man', 'man', 'umbrella']"
76,4410.jpg,"[0.6745465397834778, 0.3316304683685303]","[0.6745465397834778, 0.3316304683685303]",False,"['hair', 'mouth', 'man', 'man', 'man', 'man']"
77,10727.jpg,"[0.7811325192451477, 0.2729848027229309]","[0.7811325192451477, 0.2729848027229309]",False,"['wall', 'hair', 'man', 'hat', 'wall']"
78,10686.jpg,"[0.8280145525932312, 0.20635885000228882]","[0.8280145525932312, 0.20635885000228882]",False,"['face', 'seat', 'eyes', 'seat', 'seat', 'seat', 'seat', 'seat', 'head']"
79,7279.jpg,"[0.7456694841384888, 0.2679769694805145]","[0.7456694841384888, 0.2679769694805145]",False,"['people', 'umbrella', 'person']"
80,9116.jpg,"[0.6490617394447327, 0.3605876863002777]","[0.6490617394447327, 0.3605876863002777]",False,"['hair', 'man', 'man', 'man', 'man', 'man', 'hair', 'man', 'man', 'men', 'men', 'man', 'man', 'suit', 'man', 'suit', 'man']"
81,3572.jpg,"[0.8877801299095154, 0.12533774971961975]","[0.8877801299095154, 0.12533774971961975]",False,"['sky', 'glasses', 'glasses', 'face', 'face', 'glasses', 'woman', 'glasses']"
82,7123.jpg,"[0.7818341851234436, 0.2107648104429245]","[0.7987731695175171, 0.23143696784973145]",True,"['hand', 'eye', 'face', 'pillow', 'pillow', 'border']"
83,6224.jpg,"[0.7093388438224792, 0.3542819321155548]","[0.7280638217926025, 0.307918906211853]",True,"['face', 'eye', 'television,tv', 'man', 'head', 'face']"
84,14225.jpg,"[0.9698448181152344, 0.031124509871006012]","[0.9698448181152344, 0.031124509871006012]",False,"['car', 'sky', 'car', 'cars', 'window', 'car']"
85,11482.jpg,"[0.6757562756538391, 0.32221201062202454]","[0.6757562756538391, 0.32221201062202454]",False,"['eye', 'eye', 'eye', 'face', 'eye', 'face', 'face', 'eye', 'face', 'face', 'book', 'face']"
86,10384.jpg,"[0.8307518362998962, 0.19209663569927216]","[0.8733142614364624, 0.15785972774028778]",True,"['building', 'building', 'building', 'building', 'man', 'building', 'man', 'head']"
87,4233.jpg,"[0.8730081915855408, 0.15808549523353577]","[0.7519318461418152, 0.24528779089450836]",True,"['face', 'mouth', 'ear']"
88,10519.jpg,"[0.6841356754302979, 0.2908170223236084]","[0.6841356754302979, 0.2908170223236084]",False,"['man', 'window', 'man', 'dog']"
89,4118.jpg,"[0.7958369255065918, 0.1940952092409134]","[0.7958369255065918, 0.1940952092409134]",False,"['building', 'man', 'man', 'head', 'building', 'glass']"
90,1163.jpg,"[0.9864538311958313, 0.018204379826784134]","[0.8692020177841187, 0.1698279082775116]",True,"['dog', 'dog', 'dog', 'leg', 'dog', 'eye', 'eye', 'nose', 'eye', 'paw', 'paw', 'eye', 'paw', 'dog', 'nose']"
91,8407.jpg,"[0.8268489241600037, 0.225300595164299]","[0.9797985553741455, 0.02715137228369713]",True,"['hair', 'woman', 'woman']"
92,6574.jpg,"[0.753754734992981, 0.29971665143966675]","[0.753754734992981, 0.29971665143966675]",False,['dog']
93,4271.jpg,"[0.822282612323761, 0.18653176724910736]","[0.822282612323761, 0.18653176724910736]",False,[]
94,10581.jpg,"[0.4330456554889679, 0.5981220602989197]","[0.4330456554889679, 0.5981220602989197]",False,"['cup', 'skirt', 'woman', 'girl']"
95,9232.jpg,"[0.2627131938934326, 0.6777505874633789]","[0.2627131938934326, 0.6777505874633789]",False,"['people', 'people', 'woman', 'pants', 'sky', 'jacket', 'pants', 'woman']"
96,5309.jpg,"[0.8554229140281677, 0.16935302317142487]","[0.6486762762069702, 0.3548935651779175]",True,"['border', 'window']"
97,2552.jpg,"[0.7702988982200623, 0.27129819989204407]","[0.8533970713615417, 0.18363140523433685]",True,"['hole', 'hand', 'seat']"
98,5749.jpg,"[0.8546789288520813, 0.15621717274188995]","[0.8546789288520813, 0.15621717274188995]",False,"['tree', 'man', 'building', 'man', 'man']"
99,8005.jpg,"[0.6903305053710938, 0.3526931405067444]","[0.6903305053710938, 0.3526931405067444]",False,"['man', 'man', 'man', 'man', 'man', 'man', 'man', 'man', 'man', 'man', 'man', 'man', 'man', 'man', 'man', 'man']"
100,10790.jpg,"[0.8323785662651062, 0.18481068313121796]","[0.7465754151344299, 0.26892662048339844]",True,"['television,tv', 'border']"
101,10165.jpg,"[0.6850261092185974, 0.3449358642101288]","[0.775851845741272, 0.2588821351528168]",True,"['dog', 'television,tv', 'television,tv', 'television,tv', 'television,tv', 'television,tv', 'television,tv', 'dog', 'television,tv', 'dog', 'woman']"
102,8570.jpg,"[0.779269814491272, 0.2431388646364212]","[0.7269015312194824, 0.21292509138584137]",True,"['face', 'window', 'face', 'door']"
103,2931.jpg,"[0.6953447461128235, 0.2610197961330414]","[0.8434618711471558, 0.19478343427181244]",True,"['man', 'woman']"
104,5208.jpg,"[0.7587527632713318, 0.270553857088089]","[0.8156811594963074, 0.17586739361286163]",True,[]
105,3996.jpg,"[0.8948115706443787, 0.09017394483089447]","[0.6992067694664001, 0.3117419183254242]",True,"['man', 'man', 'man', 'man', 'man', 'man', 'hand', 'man', 'man']"
106,11578.jpg,"[0.4205654263496399, 0.6003554463386536]","[0.5393401980400085, 0.5105510950088501]",True,"['television,tv', 'glasses', 'woman', 'woman', 'woman', 'picture', 'woman', 'mouth', 'woman', 'woman', 'woman', 'television,tv', 'hair']"
107,2328.jpg,"[0.7209774255752563, 0.28948602080345154]","[0.6909588575363159, 0.3078484833240509]",True,"['face', 'man']"
108,3283.jpg,"[0.7762355804443359, 0.24609705805778503]","[0.571261465549469, 0.44753697514533997]",True,"['face', 'face', 'face', 'man', 'face', 'man']"
109,11615.jpg,"[0.6605127453804016, 0.3399963676929474]","[0.7875453233718872, 0.21596331894397736]",True,"['car', 'sticker', 'building', 'car']"
110,4935.jpg,"[0.7408809065818787, 0.25436335802078247]","[0.7408809065818787, 0.25436335802078247]",False,[]
111,6403.jpg,"[0.9219428896903992, 0.08255615085363388]","[0.9219428896903992, 0.08255615085363388]",False,"['man', 'window', 'man']"
112,8642.jpg,"[0.7763570547103882, 0.23246628046035767]","[0.7828757166862488, 0.20350424945354462]",True,[]
113,785.jpg,"[0.5307325720787048, 0.4565371870994568]","[0.474337100982666, 0.5379133820533752]",True,"['hair', 'eyes', 'man', 'eyes', 'man', 'man', 'man', 'face', 'man', 'man', 'head', 'head', 'man', 'window']"
114,4170.jpg,"[0.8841184973716736, 0.13696667551994324]","[0.8841184973716736, 0.13696667551994324]",False,"['hair', 'hair', 'belt']"
115,14075.jpg,"[0.7291969656944275, 0.25722163915634155]","[0.7291969656944275, 0.25722163915634155]",False,[]
116,10029.jpg,"[0.5549250841140747, 0.5006161332130432]","[0.7998784184455872, 0.16785071790218353]",True,"['hair', 'eye', 'man', 'man', 'man', 'man', 'face', 'man', 'window']"
117,7051.jpg,"[0.8033336400985718, 0.16385239362716675]","[0.7414677143096924, 0.3255106508731842]",True,"['eye', 'eye', 'mouth', 'woman', 'face', 'face']"
118,1742.jpg,"[0.8753187656402588, 0.11173339188098907]","[0.7746367454528809, 0.2369009554386139]",True,"['plate', 'plate']"
119,11362.jpg,"[0.3485717177391052, 0.6981686353683472]","[0.5874961018562317, 0.4117717444896698]",True,['shirt']
120,10697.jpg,"[0.8114838004112244, 0.17934292554855347]","[0.8114838004112244, 0.17934292554855347]",False,"['pillow', 'man', 'head', 'jacket', 'head', 'wall', 'man']"
121,5034.jpg,"[0.9536030888557434, 0.059928566217422485]","[0.9536030888557434, 0.059928566217422485]",False,"['face', 'nose', 'eye', 'face']"
122,9824.jpg,"[0.873521625995636, 0.10106208175420761]","[0.873521625995636, 0.10106208175420761]",False,['sky']
123,2063.jpg,"[0.9413892030715942, 0.060146138072013855]","[0.9413892030715942, 0.060146138072013855]",False,"['man', 'man']"
124,4754.jpg,"[0.8292497992515564, 0.14214035868644714]","[0.7945929169654846, 0.20103541016578674]",True,[]
125,10059.jpg,"[0.7604468464851379, 0.24151194095611572]","[0.7966158390045166, 0.1740071177482605]",True,['woman']
126,7713.jpg,"[0.6870216131210327, 0.33628830313682556]","[0.6870216131210327, 0.33628830313682556]",False,"['hair', 'man', 'face', 'eyes', 'eye', 'man', 'head']"
127,744.jpg,"[0.8124868869781494, 0.23707573115825653]","[0.8124868869781494, 0.23707573115825653]",False,"['wheels', 'sky', 'wheel', 'window']"
128,9076.jpg,"[0.7751361131668091, 0.24357488751411438]","[0.7751361131668091, 0.24357488751411438]",False,"['head', 'hair', 'tongue']"
129,2503.jpg,"[0.6118547320365906, 0.3723893463611603]","[0.6118547320365906, 0.3723893463611603]",False,"['glass', 'hair', 'woman', 'glass', 'woman', 'woman']"
130,11611.jpg,"[0.7959153056144714, 0.22035665810108185]","[0.7959153056144714, 0.22035665810108185]",False,"['face', 'eyes', 'border', 'border', 'man', 'border', 'man']"
131,1001.jpg,"[0.7193885445594788, 0.34743326902389526]","[0.7193885445594788, 0.34743326902389526]",False,"['bus', 'bus', 'head']"
132,286.jpg,"[0.626376211643219, 0.36037585139274597]","[0.626376211643219, 0.36037585139274597]",False,"['building', 'building']"
133,737.jpg,"[0.7385674715042114, 0.30118411779403687]","[0.7385674715042114, 0.30118411779403687]",False,[]
134,9521.jpg,"[0.8654308915138245, 0.16128337383270264]","[0.8654308915138245, 0.16128337383270264]",False,"['nose', 'dog', 'jeans', 'dog', 'jeans', 'jeans', 'face', 'dog', 'sunglasses', 'dog']"
135,6118.jpg,"[0.734641432762146, 0.25495287775993347]","[0.734641432762146, 0.25495287775993347]",False,"['hair', 'hair']"
136,554.jpg,"[0.860227644443512, 0.15975667536258698]","[0.860227644443512, 0.15975667536258698]",False,['shadow']
137,9130.jpg,"[0.8199467062950134, 0.19357003271579742]","[0.8199467062950134, 0.19357003271579742]",False,"['dog', 'window', 'wheel', 'building', 'people', 'people', 'person']"
138,10645.jpg,"[0.8245834708213806, 0.16996493935585022]","[0.8696725368499756, 0.1096053272485733]",True,"['eyes', 'window', 'sky', 'window', 'face', 'mouth', 'window']"
139,7552.jpg,"[0.677678108215332, 0.289127379655838]","[0.78849858045578, 0.21181151270866394]",True,"['building', 'building', 'building', 'building']"
140,2808.jpg,"[0.8984388709068298, 0.096241794526577]","[0.7480869293212891, 0.2540512681007385]",True,"['hand', 'man', 'man', 'man', 'man', 'man', 'sleeve', 'man']"
141,2041.jpg,"[0.8525001406669617, 0.16572515666484833]","[0.9647246599197388, 0.032533083111047745]",True,"['ear', 'eyes', 'face', 'eyes', 'head', 'ear', 'mouth', 'man', 'head']"
142,1570.jpg,"[0.6875004172325134, 0.3313541114330292]","[0.6755516529083252, 0.32126447558403015]",True,"['shadow', 'pants', 'hand']"
143,10598.jpg,"[0.497770756483078, 0.4465215802192688]","[0.6974118947982788, 0.2865714430809021]",True,"['hair', 'man', 'man', 'man', 'suit', 'man', 'man', 'hair', 'floor', 'window', 'man', 'man']"
144,10940.jpg,"[0.9563426971435547, 0.04466847702860832]","[0.9563426971435547, 0.04466847702860832]",False,"['border', 'grass', 'sleeve']"
145,3952.jpg,"[0.2828938961029053, 0.7296984195709229]","[0.2828938961029053, 0.7296984195709229]",False,"['hair', 'hand', 'hair', 'woman', 'woman', 'head', 'woman', 'hair', 'watch', 'hair']"
146,7704.jpg,"[0.8095441460609436, 0.22845828533172607]","[0.8095441460609436, 0.22845828533172607]",False,"['woman', 'woman']"
147,7765.jpg,"[0.6028357148170471, 0.4449532628059387]","[0.6028357148170471, 0.4449532628059387]",False,"['window', 'window']"
148,6738.jpg,"[0.7859628796577454, 0.22700616717338562]","[0.8602083921432495, 0.13682276010513306]",True,"['man', 'man', 'cake', 'man']"
149,304.jpg,"[0.8052369952201843, 0.2310514599084854]","[0.6884293556213379, 0.3572023808956146]",True,"['dog', 'mouth', 'head', 'eye', 'head', 'eye', 'statue', 'statue', 'dog', 'statue', 'dog', 'window']"
150,5412.jpg,"[0.791318416595459, 0.2680964767932892]","[0.791318416595459, 0.2680964767932892]",False,"['hair', 'head', 'hair', 'hair', 'hair']"
151,5348.jpg,"[0.6978974342346191, 0.27708885073661804]","[0.6978974342346191, 0.27708885073661804]",False,"['head', 'man', 'window', 'man', 'face', 'head', 'man', 'man', 'shirt', 'head', 'head', 'man', 'window', 'window']"
152,3745.jpg,"[0.796630859375, 0.30061647295951843]","[0.5528481006622314, 0.4590910077095032]",True,"['border', 'head', 'woman']"
153,8126.jpg,"[0.8822861313819885, 0.1368824690580368]","[0.8396332859992981, 0.26213982701301575]",True,"['head', 'building', 'bird', 'head']"
154,4468.jpg,"[0.9102609157562256, 0.09767454862594604]","[0.8603270649909973, 0.13854576647281647]",True,"['hair', 'head', 'floor']"
155,2408.jpg,"[0.816041886806488, 0.1777203530073166]","[0.9252221584320068, 0.0858769416809082]",True,[]
156,6469.jpg,"[0.8070052862167358, 0.19401681423187256]","[0.7721360921859741, 0.23846334218978882]",True,"['hair', 'window', 'man', 'window', 'head', 'shirt', 'head', 'woman', 'hair']"
157,2070.jpg,"[0.7738268971443176, 0.2503819167613983]","[0.7821959257125854, 0.221995547413826]",True,"['nose', 'clock', 'glasses', 'mouth', 'face', 'clock', 'eyes']"
158,6808.jpg,"[0.8383582830429077, 0.17279332876205444]","[0.8785741925239563, 0.12430145591497421]",True,"['dog', 'jeans', 'dog', 'head', 'jeans', 'jeans']"
159,1115.jpg,"[0.7936679720878601, 0.23480048775672913]","[0.7902358770370483, 0.20100131630897522]",True,"['man', 'window', 'window', 'mouth', 'window', 'man', 'window', 'man', 'window', 'tree', 'window']"
160,3747.jpg,"[0.3337455987930298, 0.6208814382553101]","[0.3337455987930298, 0.6208814382553101]",False,"['woman', 'hair', 'hair', 'woman', 'girls', 'hair', 'girl', 'dress', 'tree']"
161,694.jpg,"[0.6772459149360657, 0.35502567887306213]","[0.6772459149360657, 0.35502567887306213]",False,"['man', 'man', 'head', 'face', 'hair', 'man', 'woman', 'woman']"
162,9903.jpg,"[0.7420414686203003, 0.2905873954296112]","[0.7420414686203003, 0.2905873954296112]",False,"['window', 'window', 'window', 'eye']"
163,5703.jpg,"[0.7382338047027588, 0.3070286214351654]","[0.7382338047027588, 0.3070286214351654]",False,"['eyes', 'face', 'eye', 'eyes', 'face']"
164,6098.jpg,"[0.7611422538757324, 0.24902859330177307]","[0.7611422538757324, 0.24902859330177307]",False,"['hair', 'woman']"
165,6603.jpg,"[0.8290679454803467, 0.20450952649116516]","[0.8290679454803467, 0.20450952649116516]",False,['book']
166,8144.jpg,"[0.6619767546653748, 0.38424360752105713]","[0.6619767546653748, 0.38424360752105713]",False,"['hair', 'wall', 'girl', 'hair', 'television,tv', 'plant']"
167,3497.jpg,"[0.7489550113677979, 0.31496763229370117]","[0.7489550113677979, 0.31496763229370117]",False,[]
168,2520.jpg,"[0.7728067636489868, 0.25768837332725525]","[0.7721629738807678, 0.21044853329658508]",True,"['eyes', 'hair', 'hair', 'hair', 'face', 'shirt', 'hair']"
169,9214.jpg,"[0.5502166152000427, 0.4378129541873932]","[0.7887956500053406, 0.21888987720012665]",True,"['pants', 'hair', 'woman', 'woman', 'woman']"
170,9842.jpg,"[0.9494641423225403, 0.061991482973098755]","[0.7576599717140198, 0.250324547290802]",True,"['man', 'man', 'man', 'man', 'shirt', 'shirt', 'water', 'man', 'sunglasses', 'head']"
171,9061.jpg,"[0.7863152623176575, 0.2609621584415436]","[0.9616310000419617, 0.05244513228535652]",True,['car']
172,8993.jpg,"[0.735773503780365, 0.2874854803085327]","[0.7781658172607422, 0.27694883942604065]",True,"['man', 'man', 'ceiling', 'pants', 'glove', 'man', 'floor']"
